id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
176,09:34.8,00:08.6,expired,"We are seeking advice on what software to explore in order to build interactive programs online through our website. We want to integrate an interactive, comprehensive, and educational program online for our fathers who are returning from incarceration. After that is completed then a program that caters to the mothers, and children. We are also hoping that these programs can be eventually accredited or accepted by the Illinois courts as valid. One example, many returning fathers need to take anger management courses. It would be wonderful to have an anger management course that we offer online and the courts would accept it as valid.",,137672,,"{""2017-08-14 16:00:00"",""2017-08-14 16:30:00"",""2017-08-14 17:00:00"",""2017-08-14 17:30:00"",""2017-08-15 16:00:00"",""2017-08-15 16:30:00"",""2017-08-15 17:00:00"",""2017-08-15 17:30:00"",""2017-08-16 16:00:00"",""2017-08-16 16:30:00""}",3628,,17,,f
547,36:44.9,36:44.9,draft,"Hi, I'm new to Rise Against Hunger, and I'm growing our meal packaging event program from Long Beach, CA to San Luis Obispo, CA.

With that, my task is to promote our cause, gain sponsorships, network, and begin composing a board of champions.

I'm the Community Engagement Manager - Los Angeles, and I feel the biggest challenge right now is awareness.

Thank you,
Stephen",,161112,,"{""2018-07-25 21:00:00"",""2018-07-25 22:00:00"",""2018-07-26 18:00:00"",""2018-07-26 19:00:00"",""2018-08-06 17:00:00"",""2018-08-06 23:00:00"",""2018-08-07 18:00:00"",""2018-08-07 21:00:00""}",4247,,10,,f
305,47:46.1,30:51.2,completed,"I lead Vega, a music education nonprofit. Our program Instruments in the Cloud (www.instrumentsinthecloud.org) is an online giving platform for musical instruments, built on Ruby On Rails. The site is functioning, and there is definitely demand for it. My task force is considering rebuilding the site in Wordpress, and I'd like to get a better understanding of how I might scope the project.",128498,141490,2/2/18 19:30,"{""2018-02-02 14:00:00"",""2018-02-02 14:30:00"",""2018-02-02 19:30:00"",""2018-02-02 20:00:00"",""2018-02-02 20:30:00"",""2018-02-09 14:00:00"",""2018-02-09 14:30:00"",""2018-02-16 14:00:00"",""2018-02-16 14:30:00""}",3944,2,17,,f
307,27:25.7,32:34.7,expired,We are a very small organization and are having trouble addressing and handling the hr needs of our teachers. We also have questions about benefits.,,155367,,"{""2018-01-29 21:00:00"",""2018-01-29 22:00:00"",""2018-01-29 23:00:00"",""2018-01-30 23:00:00"",""2018-01-31 00:00:00"",""2018-01-31 23:00:00"",""2018-02-01 00:00:00"",""2018-02-01 23:00:00"",""2018-02-02 00:00:00""}",5778,,7,,f
320,12:50.1,00:46.8,completed,"We need some advice on Adwords. We're looking for low-hanging fruit that will help us increase click-through rates and keep our Adwords grant. We already have some campaigns and different versions of ads and have done some work on keywords, but our performance is not great. The ads direct nonprofit leaders to knowledge resources about technology.",131653,140381,2/14/18 19:00,"{""2018-02-14 17:00:00"",""2018-02-14 18:00:00"",""2018-02-14 19:00:00"",""2018-02-21 18:00:00"",""2018-02-21 19:00:00"",""2018-02-21 20:00:00"",""2018-02-22 18:00:00"",""2018-02-22 19:00:00"",""2018-02-22 20:00:00"",""2018-02-23 20:00:00""}",3853,6,10,,f
316,31:14.4,00:35.9,completed,We need to update and prune our WordPress website. We've had the same site for several years now and it has become a little overgrown and confusing. We've added many plugins and updating content has become a difficult and time consuming task. I would like recommendations on how to simplify or what kind of services to use.,2792,155606,2/12/18 16:00,"{""2018-02-07 15:00:00"",""2018-02-07 16:00:00"",""2018-02-07 18:00:00"",""2018-02-09 15:00:00"",""2018-02-09 16:00:00"",""2018-02-09 18:00:00"",""2018-02-12 15:00:00"",""2018-02-12 16:00:00"",""2018-02-12 18:00:00""}",5829,9,20,,f
315,31:55.7,00:45.8,completed,"Our board has voted on a new organizational name.  Now we need a new logo and strategy for communicating our new name to partners, volunteers, donors, and clients.  Please help!",4263,113341,2/7/18 22:00,"{""2018-02-07 22:00:00"",""2018-02-07 23:00:00"",""2018-02-08 00:00:00"",""2018-02-08 22:00:00"",""2018-02-13 18:00:00"",""2018-02-13 19:00:00""}",5825,3,11,,f
388,43:41.0,27:51.2,expired,"My goal for this session is to get feedback on our website, www.sjsacademy.com and get someone to review our mission statement and tabs and just overall user interface.",,155838,,"{""2018-03-23 00:00:00"",""2018-03-24 00:00:00"",""2018-03-27 00:00:00"",""2018-03-28 00:00:00""}",5877,,20,,f
1496,51:08.8,51:08.8,draft,"I need specific advice on website design and messaging. Logo design, color, and site information that together tells the story we want to tell. I do not like the way the site scrolls and it needs to be changed and cleaned up to depict a specific message. ",,179343,,"{""2019-09-10 16:00:00"",""2019-09-11 23:00:00"",""2019-09-12 16:00:00"",""2019-09-13 16:00:00"",""2019-09-16 16:00:00"",""2019-09-16 23:00:00""}",8707,,12,,f
294,53:19.7,32:34.8,expired,"We are trying to determine why the images that we create in Canva become blurry when we add them to our sliders on our WordPress website.

Our web slider is set at 600 x 300 px.
Our website is www.coopersiegelcommunitylibrary.org  We have a slider on the homepage, and on 4 other pages.",,154863,,"{""2018-01-30 14:30:00"",""2018-01-30 16:00:00"",""2018-01-30 18:30:00"",""2018-01-31 17:00:00"",""2018-01-31 17:30:00"",""2018-01-31 18:00:00"",""2018-02-01 15:30:00"",""2018-02-01 17:00:00"",""2018-02-01 18:00:00"",""2018-02-01 19:00:00""}",2953,,20,,f
317,58:10.7,58:08.4,expired,Our goal for this session to understand how we can potentially guide a taproot volunteer in developing creative materials for onboarding and training. Our organization often places individual staff members in schools where they must learn quickly to help their students. We want to create documents that will assist them in doing their job as quickly as possible.,,154838,,"{""2018-02-13 21:00:00"",""2018-02-15 22:00:00"",""2018-02-15 23:00:00"",""2018-02-16 17:00:00"",""2018-02-16 18:00:00""}",4172,,7,,f
313,53:30.8,14:39.7,expired,"Goal: To get advice on sponsorship opportunities and ideal sponsorship valuation.

Context: Go Laadli Runners - our fundraising wing (www.golaadli.org/journal/2018/1/28/meet-the-golaadli-runners)

Challenge: We are a virtual group and are relatively few in number (11). However, 4 of us are running together and I was wondering if it would be possible to get sponsorship for the same.",,144206,,"{""2018-02-02 16:00:00"",""2018-02-05 14:00:00"",""2018-02-05 16:00:00"",""2018-02-06 15:00:00"",""2018-02-06 16:00:00"",""2018-02-07 15:00:00"",""2018-02-07 16:00:00"",""2018-02-08 14:00:00"",""2018-02-08 16:00:00"",""2018-02-09 15:00:00""}",4226,,2,,f
356,40:37.2,00:32.5,completed,"Hello! 
We are trying to disincorporate our nonprofit in New Mexico and are facing a $400 per hour consultation cost and would be very grateful if there are any JDs within the network in NM who might be able to help us out probing . We are all volunteer students. Thank you so much for your time and help.
Best,
Ian",6809,151236,3/2/18 14:00,"{""2018-03-01 16:00:00"",""2018-03-02 14:00:00"",""2018-03-02 15:00:00"",""2018-03-02 16:00:00"",""2018-03-05 16:00:00"",""2018-03-07 15:00:00"",""2018-03-07 16:00:00"",""2018-03-08 16:00:00"",""2018-03-09 15:00:00"",""2018-03-09 16:00:00""}",5127,3,10,,f
375,35:45.1,14:35.6,expired,"Hello,

we need help with our taxes!!! We hired someone to file them last year and they were just returned to us. Looks like the accountant filed them to the wrong organization. I think the issue arose because we are incorporated as a non-profit, but NOT tax exempt. I don't trust this accountant so wanted a quick chat with a Taproot volunteer",,155896,,"{""2018-03-14 16:00:00"",""2018-03-14 17:00:00"",""2018-03-15 16:00:00"",""2018-03-15 17:00:00"",""2018-03-16 16:00:00""}",5898,,1,,f
393,30:02.8,05:54.7,pbc_rescheduled,The goal is to assure we are relaying our message and how we should brand with regard to selling tee shirts and promotion of events,10767,150936,,"{""2018-05-11 16:00:00"",""2018-05-11 16:30:00"",""2018-05-14 14:00:00"",""2018-05-14 16:00:00"",""2018-05-15 14:00:00"",""2018-05-15 16:00:00"",""2018-05-17 14:00:00"",""2018-05-17 16:00:00"",""2018-05-18 14:00:00"",""2018-05-18 16:00:00""}",5083,2,11,,f
332,24:23.7,00:47.0,completed,My goal for this session is to narrow down the clear vision when I talk to others interested in Loan Free Student and what we do.,151223,152438,2/14/18 21:00,"{""2018-02-14 21:00:00"",""2018-02-15 21:00:00"",""2018-02-16 21:00:00"",""2018-02-16 22:00:00""}",5302,5,11,,f
664,10:57.6,10:57.6,draft,Social Media strategy.  We have a following but not an organized approach to social media and need someone who understands how best to tie our writing and research to current popular media.,,144810,,"{""2018-10-10 14:00:00"",""2018-10-10 15:00:00"",""2018-10-10 16:00:00"",""2018-10-10 17:00:00"",""2018-10-11 14:00:00"",""2018-10-11 15:00:00"",""2018-10-12 16:00:00"",""2018-10-12 17:00:00"",""2018-10-12 18:00:00""}",4291,,12,,f
299,15:25.6,30:35.7,completed,"We are Math Corp: a scaling nonprofit that works with students (7-12) over the summer and during the year. As our program opens in new cities, we are looking for a broader organizational assessment framework-not only performance evaluations for key staff members, but also a reporting and evaluation system for each franchise. We seek consultation to move us in the right direction.",137203,154590,2/12/18 16:30,"{""2018-02-05 14:30:00"",""2018-02-05 15:00:00"",""2018-02-05 15:30:00"",""2018-02-05 16:00:00"",""2018-02-05 16:30:00"",""2018-02-05 17:00:00"",""2018-02-06 14:30:00"",""2018-02-06 15:00:00"",""2018-02-06 15:30:00"",""2018-02-12 16:30:00""}",5652,3,3,,f
420,53:32.1,00:29.3,completed,"My goal: Gather info about the process, what's available to us, what we can expect, the time frame & the professionals. The consult outcome: Have enough info to convince my ED to give his ok to use Taproot. The overall outcome: Have a newly built, completely finished, fully working site that meets our fundraising, program & marketing needs. 1 detail: We have no budget. Our site: shehancenter.org.",4481,157781,5/10/18 18:00,"{""2018-04-23 18:00:00"",""2018-04-24 18:00:00"",""2018-05-10 18:00:00""}",6172,1,20,,f
325,38:21.0,43:12.7,expired,"KARA aspires to be a leading advocate for abused children through social media, public speaking and our college exhibits
We have gathered important information & begun social media campaigns
We need help being more effective
invisiblechildren.org   
twitter.com/KidsAtRisk  
linkedin.com/groups/2468497  
business.facebook.com/KidsAtRiskAction/?ref=your_pages
facebook.com/groups/1877392362523718/",,144810,,"{""2018-02-12 16:00:00"",""2018-02-12 17:00:00"",""2018-02-14 15:00:00"",""2018-02-14 16:00:00"",""2018-02-15 15:00:00""}",4291,,10,,f
324,10:24.5,00:12.5,completed,"We are using Wix but non of us in rescue are savvy enough to get the streamlined look we want (we have other rescue websites that we really like to emulate).  We need professionals.  We've had some volunteers tinker around, but after working on them for x amount of time, they would just disappear.  

We'd love to have a look that will reflect what we are really about.",2792,155778,2/15/18 22:00,"{""2018-02-14 22:00:00"",""2018-02-15 22:00:00"",""2018-02-16 21:00:00"",""2018-02-16 22:00:00""}",5859,1,20,,f
328,19:03.4,30:43.2,completed,"My goal for this session is to get feedback on strategic ways to introduce the work of the ELLMA team to potential funders. We are in need of philanthropic support in order to grow and have identified foundations that are aligned. It seems like we have to first get on their radar in order to be ""invited"" to apply for funding and get us to the next stage of our fundraising goals.",5783,154503,2/20/18 16:30,"{""2018-02-19 17:00:00"",""2018-02-20 16:30:00"",""2018-02-21 17:30:00""}",5674,4,10,,f
340,15:49.5,36:40.1,expired,My goal for this session is to increase ticket purchases at our theater as well as increase general awareness of our productions and work.,,155928,,"{""2018-02-20 18:00:00"",""2018-02-21 18:00:00"",""2018-02-22 18:00:00"",""2018-02-23 18:00:00"",""2018-02-27 18:00:00""}",5897,,10,,f
373,25:09.0,14:33.1,expired,How to attract a high-end web designer on a volunteer platform. We haven't had much luck and need to develop a web presence that's long overdue.,,135143,,"{""2018-03-13 14:00:00"",""2018-03-13 15:00:00"",""2018-03-15 14:00:00"",""2018-03-15 15:00:00"",""2018-03-16 14:00:00"",""2018-03-16 15:00:00""}",3298,,20,,f
326,38:38.6,43:15.5,expired,"We are Math Corp: a scaling nonprofit that works with students (7-12) over the summer and during the year. As our program opens in new cities, we are looking for a people management strategy and an organizational assessment framework--not only performance evaluations for key staff members, but also a reporting and evaluation system for each franchise.",,154590,,"{""2018-02-12 20:00:00"",""2018-02-12 21:00:00"",""2018-02-13 15:00:00"",""2018-02-13 16:00:00"",""2018-02-13 17:00:00"",""2018-02-15 14:00:00"",""2018-02-15 20:00:00"",""2018-02-15 21:00:00""}",5652,,2,,f
330,11:54.2,11:34.1,expired,"My goal for this session is to understand if our idea for a smartphone app is plausible. We have a front end demo and want to see if someone with a tech background thinks it is possible and at what cost. Below are the youtube links to the app. 

https://www.youtube.com/watch?v=Kiu9P-uj_Io&feature=youtu.be",,151806,,"{""2018-02-19 19:00:00"",""2018-02-19 21:00:00"",""2018-02-19 22:00:00"",""2018-02-20 16:00:00"",""2018-02-20 17:00:00"",""2018-02-20 20:00:00"",""2018-02-22 21:00:00"",""2018-02-22 22:00:00"",""2018-02-23 17:00:00"",""2018-02-23 18:00:00""}",5217,,21,,f
